,Name,Weapon Type,Archetype,Rarity,Optimal TTK,Bodyshot TTK,Usage,Impact,Range,Stability,Handling,Reload Speed,Rounds Per Minute,Magazine,Aim Assistance,Zoom,Recoil Direction,Blast Radius,Velocity,Charge Time,Accuracy,Draw Time,Swing Speed,Efficiency,Defense,Ammo Capacity,Perk 1 Init,Perk 1 Rolls Hash,Perk 1 Rolls,Perk 1 is Intrinsic,Perk 2 Init,Perk 2 Rolls Hash,Perk 2 Rolls,Perk 2 is Intrinsic,Perk 3 Init,Perk 3 Rolls Hash,Perk 3 Rolls,Perk 3 is Intrinsic,Perk 4 Init,Perk 4 Rolls Hash,Perk 4 Rolls,Perk 4 is Intrinsic
36,Dust Rock Blues,Shotgun,Precision Frame,Legendary,0.0,0.93,2.35,70.0,68.0,50.0,41.0,47.0,65.0,5.0,75.0,12.0,64.0,,,,,,,,,,Barrel Shroud,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Appended Mag,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Moving Target,3078315597.0,"['Slideshot', 'Threat Detector', 'Field Prep', 'Moving Target', 'Pulse Monitor']",False,,438166407.0,"['Rampage', 'Grave Robber', 'Snapshot Sights', 'Full Auto Trigger System', 'Auto-Loading Holster']",False
37,Tigerspite,Auto Rifle,Precision Frame,Legendary,0.93,1.47,,29.0,66.0,47.0,46.0,46.0,450.0,33.0,44.0,16.0,68.0,,,,,,,,,,Polygonal Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Accurized Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Kill Clip,1765257316.0,"['Dynamic Sway Reduction', 'Tap the Trigger', 'Triple Tap', 'High-Impact Reserves', 'Outlaw']",False,,1707676716.0,"['Under Pressure', 'Kill Clip', 'Pulse Monitor', 'Quickdraw', 'Grave Robber']",False
38,Nation of Beasts,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,,84.0,46.0,61.0,48.0,50.0,140.0,10.0,71.0,14.0,95.0,,,,,,,,,,Full Bore,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Light Mag,924751432.0,"['Accurized Rounds', 'Drop Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine']",False,Outlaw,3295388701.0,"['Outlaw', 'Opening Shot', 'Ambitious Assassin', 'Zen Moment']",False,Dragonfly,2604878849.0,"['Explosive Payload', 'Rampage', 'Triple Tap', 'Kill Clip']",False
39,Revoker,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,6.38,90.0,80.0,34.0,31.0,37.0,72.0,3.0,44.0,35.0,72.0,,,,,,,,,,Extended Barrel,,,True,Accurized Rounds,,,True,Snapshot Sights,,,True,Reversal of Fortune,,,True
40,The Supremacy,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,39.0,44.0,71.0,66.0,140.0,5.0,77.0,40.0,60.0,,,,,,,,,,Polygonal Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Armor-Piercing Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Kill Clip,1436120517.0,"['Snapshot Sights', 'Outlaw', 'Ambitious Assassin', 'Genesis']",False,Rapid Hit,691807309.0,"['Triple Tap', 'Rampage', 'Kill Clip', 'Rapid Hit']",False
41,Trust,Hand Cannon,Precision Frame,Legendary,1.0,1.67,1.42,78.0,43.0,60.0,42.0,55.0,180.0,9.0,78.0,14.0,96.0,,,,,,,,,,Smallbore,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Light Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Genesis,889665414.0,"['Dragonfly', 'Outlaw', 'Opening Shot', 'Snapshot Sights', 'Triple Tap']",False,Explosive Payload,1414542180.0,"['Explosive Payload', 'Rampage', 'Rapid Hit', 'Hip-Fire Grip', 'Zen Moment']",False
42,Just in Case,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,46.0,,,,,59.0,,0.0,,,,,,,46.0,55.0,60.0,60.0,Honed Edge,4067575027.0,"['Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge']",False,Burst Guard,1121748741.0,"['Balanced Guard', 'Burst Guard', 'Enduring Guard', 'Heavy Guard', ""Swordmaster's Guard""]",False,Assassin's Blade,1265033934.0,"['Relentless Strikes', 'Tireless Blade']",False,Shattering Blade,1825060489.0,"['Shattering Blade', 'Whirlwind Blade', 'En Garde', ""Assassin's Blade""]",False
43,Arsenic Bite-4b,Combat Bow,Lightweight Frame,Legendary,1.22,1.84,,68.0,,62.0,64.0,64.0,,,81.0,18.0,51.0,,,80.0,52.0,612.0,,,,,Polymer String,1785302897.0,"['Agile Bowstring', 'Tactile String', 'Elastic String', 'Flexible String', 'High Tension String', 'Natural String', 'Polymer String']",False,Carbon Arrow Shaft,1015359061.0,"['Carbon Arrow Shaft', 'Compact Arrow Shaft', 'Fiberglass Arrow Shaft', 'Helical Fletching', 'Natural Fletching', 'Straight Fletching']",False,Archer's Tempo,1645037860.0,"['Rampage', 'Dragonfly', 'Hip-Fire Grip', 'Moving Target', 'Snapshot Sights', 'Quickdraw']",False,Rampage,4189663474.0,"['Sneak Bow', 'Explosive Head', ""Archer's Tempo""]",False
44,No Turning Back,Combat Bow,Precision Frame,Legendary,1.37,1.37,,76.0,,53.0,59.0,46.0,,,66.0,18.0,72.0,,,60.0,78.0,684.0,,,,,High Tension String,,,True,Fiberglass Arrow Shaft,,,True,Explosive Head,,,True,Hip-Fire Grip,,,True
45,Terran Wind,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,,,,32.0,33.0,32.0,150.0,4.0,30.0,13.0,80.0,15.0,50.0,,,,,,,,Countermass,,,True,Remote Detonation,,,True,Quickdraw,,,True,Rampage,,,True
46,Doomsday,Grenade Launcher,Adaptive Frame,Legendary,0.0,0.5,,,,48.0,50.0,49.0,120.0,6.0,54.0,13.0,78.0,30.0,39.0,,,,,,,,Hard Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Proximity Grenades,1820431466.0,"['Thermoplastic Grenades', 'Proximity Grenades', 'Spike Grenades', 'Alloy Casing', 'Augmented Drum', 'High-Explosive Ordnance', 'High-Velocity Rounds', 'Mini Frags']",False,Auto-Loading Holster,545532074.0,"['Rangefinder', 'Field Prep', 'Auto-Loading Holster', 'Snapshot Sights', 'Threat Detector']",False,Full Court,153919254.0,"['Demolitionist', 'Ambitious Assassin', 'Full Court', 'Quickdraw', 'Pulse Monitor']",False
47,Last Man Standing,Shotgun,Aggressive Frame,Legendary,0.0,1.1,0.355,80.0,33.0,27.0,32.0,38.0,55.0,4.0,26.0,12.0,47.0,,,,,,,,,,Smoothbore,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Assault Mag,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Auto-Loading Holster,2284490845.0,"['Grave Robber', 'Threat Detector', 'Opening Shot', 'Auto-Loading Holster', 'Field Prep']",False,Full Auto Trigger System,2672994199.0,"['Rampage', 'One-Two Punch', 'Swashbuckler', 'Hip-Fire Grip', 'Demolitionist']",False
48,Nightshade,Pulse Rifle,Lightweight Frame,Legendary,0.87,1.33,,27.0,40.0,59.0,69.0,62.0,450.0,30.0,68.0,17.0,56.0,,,,,,,,,,Red Dot Micro,1971187269.0,"['Rifle Scope ST', 'Rifle Scope SSF', 'Cleanshot IS', 'Hitmark IS', 'Red Dot 2 MOA', 'Red Dot Micro']",False,Tactical Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Under Pressure,2149971920.0,"['Outlaw', 'Rangefinder', 'Firmly Planted', 'Grave Robber', 'Under Pressure', 'Moving Target', 'Ambitious Assassin']",False,Kill Clip,3668356940.0,"['Rampage', 'Kill Clip', 'High-Impact Reserves', 'Full Auto Trigger System', 'Snapshot Sights', 'Headseeker', 'Zen Moment']",False
49,Buzzard,Sidearm,Adaptive Frame,Legendary,0.6,1.0,,49.0,42.0,70.0,56.0,37.0,300.0,15.0,89.0,12.0,94.0,,,,,,,,,,Extended Barrel,,,True,Alloy Magazine,,,True,Outlaw,,,True,Osmosis,,,True
50,Misfit,Auto Rifle,Rapid-Fire Frame,Legendary,0.77,1.17,,18.0,35.0,58.0,47.0,53.0,720.0,51.0,76.0,16.0,54.0,,,,,,,,,,,3688480259.0,"['Devil Scope D2', 'Dusk Scope D2', 'Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']",False,Drop Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,High-Impact Reserves,946614559.0,"['Quickdraw', 'Tap the Trigger', 'Snapshot Sights', 'Grave Robber', 'Zen Moment', 'Dynamic Sway Reduction']",False,,3292276759.0,"['Rampage', 'Slideways', 'High-Impact Reserves', 'Under Pressure', 'Pulse Monitor', 'Moving Target']",False
51,Gnawing Hunger,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,53.0,49.0,67.0,61.0,600.0,43.0,65.0,16.0,54.0,,,,,,,,,,Arrowhead Brake,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Appended Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Overflow,2297212861.0,"['Tap the Trigger', 'Subsistence', 'Zen Moment', 'Field Prep', 'Auto-Loading Holster']",False,Rampage,1853656119.0,"['Rampage', 'Kill Clip', 'Multikill Clip', 'Demolitionist', 'Swashbuckler']",False
52,Service Revolver,Hand Cannon,Precision Frame,Legendary,1.0,1.67,0.466,78.0,39.0,57.0,38.0,37.0,180.0,9.0,67.0,14.0,88.0,,,,,,,,,,TrueSight HCS,2849697470.0,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']",False,Armor-Piercing Rounds,3563965523.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag', 'Accurized Rounds']",False,Outlaw,787817683.0,"['Moving Target', 'Outlaw', 'Rapid Hit', 'Rangefinder', 'Triple Tap']",False,Zen Moment,4168394785.0,"['Kill Clip', 'Zen Moment', 'Opening Shot', 'Rampage', 'Snapshot Sights']",False
53,Python,Shotgun,Aggressive Frame,Legendary,0.0,1.1,0.309,80.0,32.0,32.0,34.0,42.0,55.0,4.0,37.0,12.0,60.0,,,,,,,,,,Smallbore,,,True,Extended Mag,,,True,Overflow,,,True,Shield Disorient,,,True
54,Edgewise,Machine Gun,Rapid-Fire Frame,Legendary,0.47,0.67,,25.0,32.0,38.0,42.0,64.0,900.0,73.0,68.0,16.0,50.0,,,,,,,,,,Polygonal Rifling,,,True,Light Mag,,,True,Feeding Frenzy,,,True,Rampage,,,True
55,The Wizened Rebuke,Fusion Rifle,High-Impact Frame,Legendary,1.0,1.0,0.498,95.0,56.0,35.0,30.0,28.0,,5.0,62.0,15.0,72.0,,,860.0,,,,,,,Hitmark IS,2545119095.0,"['Cleanshot IS', 'Hitmark IS', 'Red Dot 2 MOA', 'Red Dot Micro']",False,Enhanced Battery,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,Moving Target,2858661084.0,"['Under Pressure', 'Firmly Planted', 'Auto-Loading Holster', 'Moving Target', 'Threat Detector']",False,Demolitionist,658870484.0,"['Backup Plan', 'High-Impact Reserves', 'Rangefinder', 'Tap the Trigger', 'Demolitionist']",False
56,Line in the Sand,Linear Fusion Rifle,Precision Frame,Legendary,0.53,1.07,,41.0,36.0,48.0,33.0,31.0,,5.0,60.0,25.0,63.0,,,533.0,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,,2819288373.0,"['Rangefinder', 'Genesis', 'Moving Target', 'Threat Detector', 'Rapid Hit', 'Under Pressure']",False,,4216323291.0,"['Rampage', 'Firing Line', 'Clown Cartridge', 'Backup Plan', 'Auto-Loading Holster', 'Dragonfly']",False
57,IKELOS_SR_v1.0.1,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,37.0,45.0,70.0,61.0,140.0,5.0,73.0,45.0,57.0,,,,,,,,,,Full Bore,,,True,Seraph Rounds,,,True,Box Breathing,,,True,Triple Tap,,,True
58,The Time-Worn Spire,Pulse Rifle,Rapid-Fire Frame,Legendary,0.8,1.4,,23.0,33.0,54.0,33.0,37.0,540.0,37.0,79.0,17.0,60.0,,,,,,,,,,Hitmark IS,,,True,Tactical Mag,,,True,Zen Moment,,,True,Kinetic Damage Mod,,,False
59,Controlling Vision,Sidearm,Adaptive Frame,Legendary,0.6,1.0,,49.0,37.0,64.0,53.0,40.0,300.0,15.0,75.0,12.0,80.0,,,,,,,,,,Shortspec SAS,,,True,Ricochet Rounds,,,True,Rampage,,,True,Kinetic Damage Mod,,,False
60,Eleventh Hour,Sidearm,Lightweight Frame,Legendary,0.67,1.0,,43.0,30.0,43.0,67.0,60.0,360.0,15.0,67.0,12.0,87.0,,,,,,,,,,QuickDot SAS,,,True,Extended Mag,,,True,Rampage,,,True,Solar Damage Mod,,,False
61,Curtain Call,Rocket Launcher,Aggressive Frame,Legendary,0.0,0.0,,,,31.0,26.0,64.0,25.0,1.0,27.0,20.0,67.0,55.0,71.0,,,,,,,,Volatile Launch,,,True,High-Velocity Rounds,,,True,Cluster Bomb,,,True,Solar Damage Mod,,,False
62,Requiem-45,Pulse Rifle,Rapid-Fire Frame,Legendary,0.8,1.4,,23.0,34.0,48.0,27.0,34.0,540.0,35.0,73.0,17.0,55.0,,,,,,,,,,SLO-10 Post,,,True,Accurized Rounds,,,True,Zen Moment,,,True,Void Damage Mod,,,False
63,Machina Dei 4,Pulse Rifle,High-Impact Frame,Legendary,0.67,1.6,,33.0,71.0,54.0,32.0,45.0,340.0,30.0,35.0,18.0,70.0,,,,,,,,,,Extended Barrel,,,True,High-Caliber Rounds,,,True,Ambitious Assassin,,,True,Kinetic Damage Mod,,,False
64,The Long Walk,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,,90.0,80.0,28.0,35.0,41.0,72.0,3.0,48.0,50.0,76.0,,,,,,,,,,Chambered Compensator,,,True,Slideshot,,,True,Quickdraw,,,True,Void Damage Mod,,,False
65,Redrix's Claymore,Pulse Rifle,High-Impact Frame,Legendary,0.67,1.6,,33.0,60.0,59.0,38.0,44.0,340.0,27.0,39.0,18.0,75.0,,,,,,,,,,Chambered Compensator,,,True,Outlaw,,,True,Desperado,,,True,Kinetic Damage Mod,,,False
66,Impromptu-49,Pulse Rifle,Adaptive Frame,Legendary,0.93,1.4,,29.0,51.0,47.0,50.0,51.0,390.0,39.0,67.0,17.0,60.0,,,,,,,,,,SLO-12 Post,,,True,Ricochet Rounds,,,True,Ambitious Assassin,,,True,Void Damage Mod,,,False
67,Magnum Shepherd,Pulse Rifle,Adaptive Frame,Legendary,0.93,1.4,,29.0,50.0,51.0,47.0,45.0,390.0,36.0,60.0,17.0,67.0,,,,,,,,,,Rifle Scope SSF,,,True,Extended Mag,,,True,High-Impact Reserves,,,True,Kinetic Damage Mod,,,False
68,Interregnum XVI,Sidearm,SUROS Rapid-Fire,Legendary,0.67,0.93,,35.0,28.0,70.0,52.0,45.0,450.0,15.0,64.0,12.0,90.0,,,,,,,,,,Tactic SAS,,,True,Accurized Rounds,,,True,Snapshot Sights,,,True,Solar Damage Mod,,,False
69,Frontier Justice,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,75.0,26.0,32.0,38.0,150.0,13.0,35.0,21.0,79.0,,,,,,,,,,GA Post,,,True,Alloy Magazine,,,True,Zen Moment,,,True,Kinetic Damage Mod,,,False
70,Complex Solution,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,46.0,,,,,55.0,,0.0,,,,,,,46.0,55.0,46.0,61.0,Tempered Edge,,,True,Enduring Guard,,,True,Tireless Blade,,,True,Void Damage Mod,,,False
71,Negative Space,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,46.0,,,,,50.0,,0.0,,,,,,,46.0,55.0,46.0,60.0,Jagged Edge,,,True,Burst Guard,,,True,Whirlwind Blade,,,True,Solar Damage Mod,,,False
72,The Vision,Sidearm,Omolon Adaptive Frame,Legendary,0.5,1.1,,75.0,37.0,82.0,55.0,39.0,491.0,27.0,65.0,12.0,90.0,,,,,,,,,,Target SAS,,,True,Accurized Rounds,,,True,Kill Clip,,,True,Arc Damage Mod,,,False
73,Unspoken Promise,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,46.0,,,,,49.0,,0.0,,,,,,,46.0,55.0,46.0,60.0,Hungry Edge,,,True,Balanced Guard,,,True,Relentless Strikes,,,True,Arc Damage Mod,,,False
74,Hagakure,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,55.0,,,,,50.0,,0.0,,,,,,,46.0,55.0,46.0,60.0,Jagged Edge,,,True,Balanced Guard,,,True,Assassin's Blade,,,True,Arc Damage Mod,,,False
75,Bushwhacker,Grenade Launcher,Precision Frame,Legendary,0.0,0.6,,,,62.0,69.0,59.0,100.0,6.0,61.0,13.0,50.0,40.0,47.0,,,,,,,,Quick Launch,,,True,Alloy Casing,,,True,Firmly Planted,,,True,Void Damage Mod,,,False
76,Darkest Before,Pulse Rifle,Rapid-Fire Frame,Legendary,0.8,1.4,,23.0,41.0,53.0,34.0,42.0,540.0,36.0,75.0,17.0,70.0,,,,,,,,,,Arrowhead Brake,,,True,Slideshot,,,True,Full Auto Trigger System,,,True,Arc Damage Mod,,,False
77,Nergal PR4,Pulse Rifle,Lightweight Frame,Legendary,0.87,1.33,,27.0,32.0,50.0,74.0,54.0,450.0,33.0,65.0,17.0,60.0,,,,,,,,,,Torch HS3,,,True,Ricochet Rounds,,,True,Full Auto Trigger System,,,True,Void Damage Mod,,,False
78,True Prophecy,Hand Cannon,Aggressive Frame,Legendary,1.07,1.6,,92.0,62.0,30.0,37.0,30.0,110.0,9.0,62.0,14.0,93.0,,,,,,,,,,Fastdraw HCS,,,True,Appended Mag,,,True,Timed Payload,,,True,Kinetic Damage Mod,,,False
79,Hoosegow,Rocket Launcher,Adaptive Frame,Legendary,0.0,0.0,,,,47.0,44.0,50.0,20.0,1.0,63.0,20.0,80.0,75.0,58.0,,,,,,,,Hard Launch,,,True,Black Powder,,,True,Snapshot Sights,,,True,Arc Damage Mod,,,False
80,Cadenza-43,Pulse Rifle,Adaptive Frame,Legendary,0.93,1.4,,29.0,42.0,55.0,42.0,42.0,390.0,34.0,66.0,17.0,70.0,,,,,,,,,,SLO-12 Post,,,True,High-Caliber Rounds,,,True,Outlaw,,,True,Solar Damage Mod,,,False
81,Garden Progeny 1,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,70.0,33.0,35.0,42.0,150.0,14.0,38.0,21.0,73.0,,,,,,,,,,Extended Barrel,,,True,Tactical Mag,,,True,Outlaw,,,True,Kinetic Damage Mod,,,False
82,Nature of the Beast,Hand Cannon,Precision Frame,Legendary,1.0,1.67,,78.0,40.0,65.0,42.0,32.0,180.0,10.0,76.0,14.0,80.0,,,,,,,,,,Crossfire HCS,,,True,Appended Mag,,,True,Dragonfly,,,True,Arc Damage Mod,,,False
83,Blue Shift,Rocket Launcher,High-Impact Frame,Legendary,0.0,0.0,,,,62.0,67.0,45.0,15.0,1.0,69.0,20.0,40.0,95.0,49.0,,,,,,,,Linear Compensator,,,True,High-Velocity Rounds,,,True,Field Prep,,,True,Solar Damage Mod,,,False
84,Guiding Star,Auto Rifle,Rapid-Fire Frame,Legendary,0.77,1.17,,18.0,37.0,47.0,40.0,47.0,720.0,52.0,66.0,16.0,40.0,,,,,,,,,,IS 2 Classic,,,True,Appended Mag,,,True,Moving Target,,,True,Kinetic Damage Mod,,,False
85,Beidenhander,Submachine Gun,Precision Frame,Legendary,0.8,1.13,,25.0,54.0,43.0,32.0,29.0,600.0,26.0,56.0,15.0,94.0,,,,,,,,,,SC Holo,,,True,Extended Mag,,,True,Ambitious Assassin,,,True,Kinetic Damage Mod,,,False
86,"First In, Last Out",Shotgun,Precision Frame,Legendary,0.0,0.93,,70.0,62.0,46.0,64.0,50.0,65.0,6.0,27.0,12.0,58.0,,,,,,,,,,Rifled Barrel,,,True,Assault Mag,,,True,Pulse Monitor,,,True,Arc Damage Mod,,,False
87,Telemachus-C,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,67.0,28.0,31.0,39.0,150.0,13.0,30.0,20.0,70.0,,,,,,,,,,SD Thermal,,,True,High-Caliber Rounds,,,True,Zen Moment,,,True,Kinetic Damage Mod,,,False
88,Resonance-42,Submachine Gun,Adaptive Frame,Legendary,0.73,0.93,,20.0,42.0,48.0,60.0,52.0,900.0,34.0,45.0,13.0,90.0,,,,,,,,,,SLO-21 Post,,,True,Appended Mag,,,True,Under Pressure,,,True,Void Damage Mod,,,False
89,Phosphorus MG4,Submachine Gun,Lightweight Frame,Legendary,0.67,0.67,,15.0,37.0,45.0,63.0,38.0,900.0,35.0,54.0,13.0,90.0,,,,,,,,,,Candle PS,,,True,Alloy Magazine,,,True,Dynamic Sway Reduction,,,True,Solar Damage Mod,,,False
90,Dire Promise,Hand Cannon,Lightweight Frame,Legendary,0.8,1.6,,80.0,45.0,50.0,61.0,54.0,150.0,11.0,87.0,14.0,84.0,,,,,,,,,,Fastdraw HCS,,,True,Steady Rounds,,,True,Triple Tap,,,True,Kinetic Damage Mod,,,False
91,Jorum's Claw,Pulse Rifle,Adaptive Frame,Legendary,0.93,1.4,,29.0,54.0,55.0,50.0,49.0,390.0,38.0,60.0,17.0,73.0,,,,,,,,,,SLO-10 Post,,,True,Appended Mag,,,True,Outlaw,,,True,Solar Damage Mod,,,False
92,Jian 7 Rifle,Pulse Rifle,Adaptive Frame,Legendary,0.93,1.4,,29.0,47.0,50.0,52.0,43.0,390.0,33.0,64.0,17.0,80.0,,41.0,,,,,,,,SRO-41 Ocular,,,True,Ricochet Rounds,,,True,Zen Moment,,,True,Arc Damage Mod,,,False
93,The Frigid Jackal,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,55.0,50.0,51.0,49.0,90.0,4.0,69.0,49.0,80.0,,,,,,,,,,Arrowhead Brake,,,True,Flared Magwell,,,True,Outlaw,,,True,,,,False
94,Restoration VIII,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,46.0,38.0,55.0,46.0,600.0,47.0,60.0,16.0,77.0,,,,,,,,,,SLO-21 Post,,,True,Accurized Rounds,,,True,Quickdraw,,,True,Arc Damage Mod,,,False
95,Finite Impactor,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,,84.0,42.0,51.0,50.0,46.0,140.0,10.0,74.0,14.0,99.0,,,,,,,,,,Fastdraw HCS,,,True,Appended Mag,,,True,Snapshot Sights,,,True,Arc Damage Mod,,,False
96,BrayTech RWP Mk. II,Scout Rifle,High-Impact Frame,Legendary,0.8,2.0,,67.0,73.0,36.0,36.0,40.0,150.0,14.0,39.0,21.0,77.0,,,,,,,,,,Smallbore,,,True,Tactical Mag,,,True,Zen Moment,,,True,Triple Tap,,,True
97,Peace by Consensus,Sidearm,Precision Frame,Legendary,0.7,0.93,,51.0,59.0,44.0,39.0,24.0,260.0,15.0,75.0,12.0,90.0,,,,,,,,,,Shortspec SAS,,,True,Appended Mag,,,True,Hip-Fire Grip,,,True,Kinetic Damage Mod,,,False
98,Spoiler Alert,Sidearm,Lightweight Frame,Legendary,0.67,1.0,,43.0,25.0,46.0,68.0,56.0,360.0,15.0,65.0,12.0,87.0,,,,,,,,,,Control SAS,,,True,Appended Mag,,,True,Under Pressure,,,True,Kinetic Damage Mod,,,False
99,The Day's Fury,Grenade Launcher,Precision Frame,Legendary,0.0,0.6,,,,60.0,68.0,65.0,100.0,6.0,71.0,13.0,60.0,40.0,46.0,,,,,,,,Countermass,,,True,Mini Frags,,,True,Snapshot Sights,,,True,Solar Damage Mod,,,False
100,Baligant,Shotgun,Aggressive Frame,Legendary,0.0,1.1,,80.0,28.0,29.0,30.0,37.0,55.0,5.0,28.0,12.0,72.0,,,,,,,,,,Full Choke,,,True,Steady Rounds,,,True,Snapshot Sights,,,True,,,,False
101,Acantha-D,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,,,,28.0,31.0,36.0,150.0,5.0,25.0,13.0,80.0,15.0,47.0,,,,,,,,Volatile Launch,,,True,Mini Frags,,,True,Pulse Monitor,,,True,Solar Damage Mod,,,False
102,Manannan SR4,Scout Rifle,Lightweight Frame,Legendary,0.9,1.8,,60.0,32.0,46.0,71.0,57.0,200.0,16.0,72.0,20.0,60.0,,,,,,,,,,Candle PS,,,True,Alloy Magazine,,,True,Explosive Payload,,,True,Void Damage Mod,,,False
103,Tango-45,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,50.0,50.0,45.0,44.0,180.0,16.0,65.0,20.0,69.0,,,,,,,,,,SLO-12 Post,,,True,Alloy Magazine,,,True,Triple Tap,,,True,Solar Damage Mod,,,False
104,Anniella,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,43.0,44.0,74.0,65.0,140.0,5.0,73.0,35.0,60.0,,,,,,,,,,Zoom 30 Focus,,,True,Accurized Rounds,,,True,Opening Shot,,,True,Arc Damage Mod,,,False
